Designator,Footprint,Mid X,Mid Y,Ref X,Ref Y,Pad X,Pad Y,Layer,Rotation,Comment
R338,CRCW1206100KJNEA,2242.520mil,11572.913mil,2242.520mil,11572.913mil,2242.520mil,11505.984mil,B,90.00,100K
R438,CRCW1206100KJNEA,7045.670mil,11572.913mil,7045.670mil,11572.913mil,7045.670mil,11505.984mil,B,90.00,100K
R143,RES1206-3216,2142.520mil,5746.141mil,2142.520mil,5746.141mil,2142.520mil,5813.070mil,B,270.00,100K
R243,RES1206-3216,6945.670mil,5746.141mil,6945.670mil,5746.141mil,6945.670mil,5813.070mil,B,270.00,100K
R343,RES1206-3216,2142.520mil,11572.913mil,2142.520mil,11572.913mil,2142.520mil,11639.842mil,B,270.00,100K
R443,RES1206-3216,6945.670mil,11572.913mil,6945.670mil,11572.913mil,6945.670mil,11639.842mil,B,270.00,100K
R139,RES1206-3216,2342.520mil,4806.141mil,2342.520mil,4806.141mil,2342.520mil,4873.070mil,B,270.00,4k7
R239,RES1206-3216,7145.670mil,4806.141mil,7145.670mil,4806.141mil,7145.670mil,4873.070mil,B,270.00,4k7
R339,RES1206-3216,2342.520mil,10632.913mil,2342.520mil,10632.913mil,2342.520mil,10699.842mil,B,270.00,4k7
R439,RES1206-3216,7145.670mil,10632.913mil,7145.670mil,10632.913mil,7145.670mil,10699.842mil,B,270.00,4k7
R141,RES1206-3216,3602.520mil,1766.141mil,3602.520mil,1766.141mil,3602.520mil,1833.070mil,B,270.00,4k7
R241,RES1206-3216,8405.670mil,1766.141mil,8405.670mil,1766.141mil,8405.670mil,1833.070mil,B,270.00,4k7
R341,RES1206-3216,3602.520mil,7592.913mil,3602.520mil,7592.913mil,3602.520mil,7659.842mil,B,270.00,4k7
R441,RES1206-3216,8405.670mil,7592.913mil,8405.670mil,7592.913mil,8405.670mil,7659.842mil,B,270.00,4k7
